Placemark,LL Lon,LL Lat,UR Lon,UR Lat
105_36,141.531,33.955,144.052,35.255
105_37,141.154,32.518,143.629,33.825
105_38,140.785,31.081,143.217,32.393
105_39,140.423,29.642,142.816,30.96
105_40,140.068,28.203,142.424,29.526
106_36,139.985,33.955,142.506,35.255
106_37,139.608,32.518,142.084,33.825
106_38,139.239,31.081,141.672,32.393
106_39,138.878,29.642,141.271,30.96
106_40,138.523,28.203,140.879,29.526
107_36,138.44,33.955,140.961,35.255
107_37,138.063,32.518,140.539,33.825
107_38,137.694,31.081,140.127,32.393
107_39,137.333,29.642,139.726,30.96
107_40,136.978,28.203,139.334,29.526
108_36,136.895,33.955,139.416,35.255
108_37,136.518,32.518,138.993,33.825
108_38,136.149,31.081,138.582,32.393
108_39,135.788,29.642,138.18,30.96
108_40,135.433,28.203,137.789,29.526
109_36,135.35,33.955,137.871,35.255
109_37,134.973,32.518,137.448,33.825
109_38,134.604,31.081,137.037,32.393
109_39,134.243,29.642,136.635,30.96
109_40,133.888,28.203,136.244,29.526
