Placemark,LL Lon,LL Lat,UR Lon,UR Lat
200_23,0.863,52.511,4.433,53.669
200_24,0.272,51.094,3.717,52.269
200_25,-0.291,49.675,3.04,50.865
201_23,-0.682,52.511,2.888,53.669
201_24,-1.273,51.094,2.172,52.269
201_25,-1.836,49.675,1.495,50.865
202_22,-1.604,53.925,2.102,55.065
202_23,-2.227,52.511,1.343,53.669
202_24,-2.818,51.094,0.627,52.269
202_25,-3.381,49.675,-0.05,50.865
203_21,-2.49,55.337,1.364,56.457
203_22,-3.149,53.925,0.557,55.065
203_23,-3.772,52.511,-0.202,53.669
203_24,-4.363,51.094,-0.918,52.269
203_25,-4.926,49.675,-1.595,50.865
204_21,-4.036,55.337,-0.181,56.457
204_22,-4.694,53.925,-0.988,55.065
204_23,-5.317,52.511,-1.747,53.669
204_24,-5.908,51.094,-2.463,52.269
204_25,-6.471,49.675,-3.14,50.865
