Placemark,LL Lon,LL Lat,UR Lon,UR Lat
6_21,-58.113,55.337,-54.258,56.457
6_22,-58.771,53.925,-55.065,55.065
6_23,-59.394,52.511,-55.824,53.669
6_24,-59.986,51.094,-56.54,52.269
6_25,-60.549,49.675,-57.218,50.865
7_21,-59.658,55.337,-55.803,56.457
7_22,-60.316,53.925,-56.61,55.065
7_23,-60.939,52.511,-57.369,53.669
7_24,-61.531,51.094,-58.085,52.269
7_25,-62.094,49.675,-58.763,50.865
8_21,-61.203,55.337,-57.348,56.457
8_22,-61.861,53.925,-58.156,55.065
8_23,-62.484,52.511,-58.914,53.669
8_24,-63.076,51.094,-59.63,52.269
8_25,-63.639,49.675,-60.308,50.865
9_21,-62.748,55.337,-58.893,56.457
9_22,-63.406,53.925,-59.701,55.065
9_23,-64.029,52.511,-60.46,53.669
9_24,-64.621,51.094,-61.175,52.269
9_25,-65.184,49.675,-61.853,50.865
10_21,-64.293,55.337,-60.438,56.457
10_22,-64.952,53.925,-61.246,55.065
10_23,-65.574,52.511,-62.005,53.669
10_24,-66.166,51.094,-62.72,52.269
10_25,-66.729,49.675,-63.398,50.865
