Placemark,LL Lon,LL Lat,UR Lon,UR Lat
75_21,-164.722,55.337,-160.868,56.457
75_22,-165.381,53.925,-161.675,55.065
75_23,-166.004,52.511,-162.434,53.669
75_24,-166.595,51.094,-163.15,52.269
75_25,-167.158,49.675,-163.827,50.865
76_21,-166.267,55.337,-162.413,56.457
76_22,-166.926,53.925,-163.22,55.065
76_23,-167.549,52.511,-163.979,53.669
76_24,-168.14,51.094,-164.695,52.269
76_25,-168.703,49.675,-165.372,50.865
77_21,-167.812,55.337,-163.958,56.457
77_22,-168.471,53.925,-164.765,55.065
77_23,-169.094,52.511,-165.524,53.669
77_24,-169.685,51.094,-166.24,52.269
77_25,-170.248,49.675,-166.917,50.865
78_21,-169.357,55.337,-165.503,56.457
78_22,-170.016,53.925,-166.31,55.065
78_23,-170.639,52.511,-167.069,53.669
78_24,-171.23,51.094,-167.785,52.269
78_25,-171.793,49.675,-168.462,50.865
79_21,-170.902,55.337,-167.048,56.457
79_22,-171.561,53.925,-167.855,55.065
79_23,-172.184,52.511,-168.614,53.669
79_24,-172.775,51.094,-169.33,52.269
79_25,-173.338,49.675,-170.007,50.865
80_21,-172.448,55.337,-168.593,56.457
80_22,-173.106,53.925,-169.4,55.065
80_23,-173.729,52.511,-170.159,53.669
80_24,-174.32,51.094,-170.875,52.269
80_25,-174.883,49.675,-171.552,50.865
