Placemark,LL Lon,LL Lat,UR Lon,UR Lat
110_22,140.542,53.925,144.248,55.065
110_23,139.919,52.511,143.489,53.669
110_24,139.328,51.094,142.773,52.269
110_25,138.765,49.675,142.096,50.865
111_22,138.997,53.925,142.703,55.065
111_23,138.374,52.511,141.944,53.669
112_22,137.452,53.925,141.158,55.065
112_23,136.829,52.511,140.399,53.669
113_21,136.565,55.337,140.42,56.457
113_22,135.907,53.925,139.613,55.065
113_23,135.284,52.511,138.854,53.669
114_21,135.02,55.337,138.875,56.457
114_22,134.362,53.925,138.068,55.065
