Placemark,LL Lon,LL Lat,UR Lon,UR Lat
100_21,156.651,55.337,160.506,56.457
100_22,155.993,53.925,159.699,55.065
100_23,155.37,52.511,158.94,53.669
100_24,154.778,51.094,158.224,52.269
100_25,154.215,49.675,157.546,50.865
101_21,155.106,55.337,158.961,56.457
101_22,154.448,53.925,158.153,55.065
101_23,153.825,52.511,157.395,53.669
101_24,153.233,51.094,156.679,52.269
101_25,152.67,49.675,156.001,50.865
102_21,153.561,55.337,157.416,56.457
102_22,152.903,53.925,156.608,55.065
102_23,152.28,52.511,155.85,53.669
102_24,151.688,51.094,155.134,52.269
102_25,151.125,49.675,154.456,50.865
103_21,152.016,55.337,155.871,56.457
103_22,151.357,53.925,155.063,55.065
103_23,150.735,52.511,154.304,53.669
103_24,150.143,51.094,153.589,52.269
103_25,149.58,49.675,152.911,50.865
104_21,150.471,55.337,154.326,56.457
104_22,149.812,53.925,153.518,55.065
104_23,149.189,52.511,152.759,53.669
104_24,148.598,51.094,152.043,52.269
104_25,148.035,49.675,151.366,50.865
