Placemark,LL Lon,LL Lat,UR Lon,UR Lat
70_21,-156.997,55.337,-153.142,56.457
70_22,-157.655,53.925,-153.95,55.065
70_23,-158.278,52.511,-154.708,53.669
70_24,-158.87,51.094,-155.424,52.269
70_25,-159.433,49.675,-156.102,50.865
71_21,-158.542,55.337,-154.687,56.457
71_22,-159.2,53.925,-155.495,55.065
71_23,-159.823,52.511,-156.254,53.669
71_24,-160.415,51.094,-156.969,52.269
71_25,-160.978,49.675,-157.647,50.865
72_21,-160.087,55.337,-156.232,56.457
72_22,-160.746,53.925,-157.04,55.065
72_23,-161.368,52.511,-157.799,53.669
72_24,-161.96,51.094,-158.514,52.269
72_25,-162.523,49.675,-159.192,50.865
73_21,-161.632,55.337,-157.777,56.457
73_22,-162.291,53.925,-158.585,55.065
73_23,-162.914,52.511,-159.344,53.669
73_24,-163.505,51.094,-160.06,52.269
73_25,-164.068,49.675,-160.737,50.865
74_21,-163.177,55.337,-159.323,56.457
74_22,-163.836,53.925,-160.13,55.065
74_23,-164.459,52.511,-160.889,53.669
74_24,-165.05,51.094,-161.605,52.269
74_25,-165.613,49.675,-162.282,50.865
