Placemark,LL Lon,LL Lat,UR Lon,UR Lat
21_21,-81.289,55.337,-77.434,56.457
21_22,-81.947,53.925,-78.241,55.065
21_23,-82.57,52.511,-79.0,53.669
21_24,-83.161,51.094,-79.716,52.269
21_25,-83.724,49.675,-80.394,50.865
22_21,-82.834,55.337,-78.979,56.457
22_22,-83.492,53.925,-79.786,55.065
22_23,-84.115,52.511,-80.545,53.669
22_24,-84.707,51.094,-81.261,52.269
22_25,-85.27,49.675,-81.939,50.865
23_21,-84.379,55.337,-80.524,56.457
23_22,-85.037,53.925,-81.331,55.065
23_23,-85.66,52.511,-82.09,53.669
23_24,-86.252,51.094,-82.806,52.269
23_25,-86.815,49.675,-83.484,50.865
24_21,-85.924,55.337,-82.069,56.457
24_22,-86.582,53.925,-82.877,55.065
24_23,-87.205,52.511,-83.635,53.669
24_24,-87.797,51.094,-84.351,52.269
24_25,-88.36,49.675,-85.029,50.865
25_21,-87.469,55.337,-83.614,56.457
25_22,-88.128,53.925,-84.422,55.065
25_23,-88.75,52.511,-85.181,53.669
25_24,-89.342,51.094,-85.896,52.269
25_25,-89.905,49.675,-86.574,50.865
