Placemark,LL Lon,LL Lat,UR Lon,UR Lat
16_21,-73.563,55.337,-69.709,56.457
16_22,-74.222,53.925,-70.516,55.065
16_23,-74.845,52.511,-71.275,53.669
16_24,-75.436,51.094,-71.991,52.269
16_25,-75.999,49.675,-72.668,50.865
17_21,-75.108,55.337,-71.254,56.457
17_22,-75.767,53.925,-72.061,55.065
17_23,-76.39,52.511,-72.82,53.669
17_24,-76.981,51.094,-73.536,52.269
17_25,-77.544,49.675,-74.213,50.865
18_21,-76.654,55.337,-72.799,56.457
18_22,-77.312,53.925,-73.606,55.065
18_23,-77.935,52.511,-74.365,53.669
18_24,-78.526,51.094,-75.081,52.269
18_25,-79.089,49.675,-75.758,50.865
19_21,-78.199,55.337,-74.344,56.457
19_22,-78.857,53.925,-75.151,55.065
19_23,-79.48,52.511,-75.91,53.669
19_24,-80.071,51.094,-76.626,52.269
19_25,-80.634,49.675,-77.304,50.865
20_21,-79.744,55.337,-75.889,56.457
20_22,-80.402,53.925,-76.696,55.065
20_23,-81.025,52.511,-77.455,53.669
20_24,-81.616,51.094,-78.171,52.269
20_25,-82.179,49.675,-78.849,50.865
