Placemark,LL Lon,LL Lat,UR Lon,UR Lat
95_21,164.376,55.337,168.231,56.457
95_22,163.718,53.925,167.424,55.065
95_23,163.095,52.511,166.665,53.669
95_24,162.504,51.094,165.949,52.269
95_25,161.941,49.675,165.272,50.865
96_21,162.831,55.337,166.686,56.457
96_22,162.173,53.925,165.879,55.065
96_23,161.55,52.511,165.12,53.669
96_24,160.959,51.094,164.404,52.269
96_25,160.396,49.675,163.727,50.865
97_21,161.286,55.337,165.141,56.457
97_22,160.628,53.925,164.334,55.065
97_23,160.005,52.511,163.575,53.669
97_24,159.414,51.094,162.859,52.269
97_25,158.851,49.675,162.181,50.865
98_21,159.741,55.337,163.596,56.457
98_22,159.083,53.925,162.789,55.065
98_23,158.46,52.511,162.03,53.669
98_24,157.869,51.094,161.314,52.269
98_25,157.306,49.675,160.636,50.865
99_21,158.196,55.337,162.051,56.457
99_22,157.538,53.925,161.244,55.065
99_23,156.915,52.511,160.485,53.669
99_24,156.324,51.094,159.769,52.269
99_25,155.76,49.675,159.091,50.865
