Placemark,LL Lon,LL Lat,UR Lon,UR Lat
108_24,142.418,51.094,145.863,52.269
108_25,141.855,49.675,145.186,50.865
109_22,142.087,53.925,145.793,55.065
109_23,141.464,52.511,145.034,53.669
109_24,140.873,51.094,144.318,52.269
109_25,140.31,49.675,143.641,50.865
