Placemark,LL Lon,LL Lat,UR Lon,UR Lat
190_21,17.595,55.337,21.45,56.457
190_22,16.937,53.925,20.643,55.065
191_21,16.05,55.337,19.905,56.457
191_22,15.392,53.925,19.098,55.065
192_21,14.505,55.337,18.36,56.457
192_22,13.847,53.925,17.553,55.065
193_21,12.96,55.337,16.815,56.457
193_22,12.302,53.925,16.008,55.065
194_21,11.415,55.337,15.27,56.457
194_22,10.757,53.925,14.463,55.065
