Placemark,LL Lon,LL Lat,UR Lon,UR Lat
95_66,147.278,-9.358,149.344,-7.993
95_67,146.961,-10.803,149.035,-9.439
95_70,145.991,-15.134,148.103,-13.776
96_66,145.733,-9.358,147.799,-7.993
96_67,145.416,-10.803,147.49,-9.439
96_70,144.446,-15.134,146.558,-13.776
97_66,144.188,-9.358,146.253,-7.993
97_69,143.227,-13.691,145.325,-12.33
97_70,142.9,-15.134,145.013,-13.776
98_66,142.643,-9.358,144.708,-7.993
98_68,142.005,-12.247,144.091,-10.885
98_69,141.682,-13.691,143.78,-12.33
98_70,141.355,-15.134,143.468,-13.776
99_66,141.098,-9.358,143.163,-7.993
99_67,140.78,-10.803,142.855,-9.439
99_68,140.46,-12.247,142.546,-10.885
99_69,140.137,-13.691,142.235,-12.33
99_70,139.81,-15.134,141.922,-13.776
