Placemark,LL Lon,LL Lat,UR Lon,UR Lat
100_66,139.553,-9.358,141.618,-7.993
101_66,138.008,-9.358,140.073,-7.993
102_66,136.463,-9.358,138.528,-7.993
102_68,135.825,-12.247,137.911,-10.885
102_69,135.502,-13.691,137.6,-12.33
102_70,135.175,-15.134,137.287,-13.776
103_68,134.28,-12.247,136.366,-10.885
104_68,132.735,-12.247,134.82,-10.885
