Placemark,LL Lon,LL Lat,UR Lon,UR Lat
115_66,116.377,-9.358,118.442,-7.993
116_66,114.832,-9.358,116.897,-7.993
117_66,113.287,-9.358,115.352,-7.993
118_66,111.742,-9.358,113.807,-7.993
119_66,110.197,-9.358,112.262,-7.993
120_66,108.652,-9.358,110.717,-7.993
