Placemark,LL Lon,LL Lat,UR Lon,UR Lat
158_67,49.622,-10.803,51.696,-9.439
158_69,48.978,-13.691,51.076,-12.33
158_70,48.652,-15.134,50.764,-13.776
159_68,47.756,-12.247,49.842,-10.885
159_69,47.433,-13.691,49.531,-12.33
159_70,47.106,-15.134,49.219,-13.776
