Placemark,LL Lon,LL Lat,UR Lon,UR Lat
6_70,-76.499,-15.134,-74.387,-13.776
7_68,-77.394,-12.247,-75.308,-10.885
7_69,-77.717,-13.691,-75.619,-12.33
7_70,-78.044,-15.134,-75.932,-13.776
8_67,-78.619,-10.803,-76.544,-9.439
8_68,-78.939,-12.247,-76.853,-10.885
9_66,-79.846,-9.358,-77.781,-7.993
9_67,-80.164,-10.803,-78.089,-9.439
