Placemark,LL Lon,LL Lat,UR Lon,UR Lat
225_84,-60.033,-35.255,-57.512,-33.955
220_81,-51.071,-30.96,-48.679,-29.642
220_82,-51.473,-32.393,-49.04,-31.081
221_81,-52.617,-30.96,-50.224,-29.642
221_82,-53.018,-32.393,-50.585,-31.081
221_83,-53.43,-33.825,-50.954,-32.518
222_83,-54.975,-33.825,-52.499,-32.518
222_84,-55.397,-35.255,-52.876,-33.955
223_84,-56.943,-35.255,-54.422,-33.955
223_85,-57.378,-36.684,-54.807,-35.39
224_84,-58.488,-35.255,-55.967,-33.955
224_85,-58.923,-36.684,-56.352,-35.39
