Placemark,LL Lon,LL Lat,UR Lon,UR Lat
168_82,28.871,-32.393,31.303,-31.081
168_81,29.272,-30.96,31.665,-29.642
169_82,27.325,-32.393,29.758,-31.081
169_83,26.914,-33.825,29.389,-32.518
177_81,15.366,-30.96,17.759,-29.642
176_83,16.098,-33.825,18.574,-32.518
175_84,17.221,-35.255,19.742,-33.955
175_83,17.643,-33.825,20.119,-32.518
176_82,16.51,-32.393,18.943,-31.081
176_81,16.911,-30.96,19.304,-29.642
170_83,25.369,-33.825,27.844,-32.518
170_84,24.946,-35.255,27.467,-33.955
171_83,23.824,-33.825,26.299,-32.518
171_84,23.401,-35.255,25.922,-33.955
172_84,21.856,-35.255,24.377,-33.955
173_84,20.311,-35.255,22.832,-33.955
174_84,18.766,-35.255,21.287,-33.955
