Placemark,LL Lon,LL Lat,UR Lon,UR Lat
110_84,117.65,-35.255,120.171,-33.955
111_84,116.105,-35.255,118.626,-33.955
112_82,115.394,-32.393,117.827,-31.081
112_83,114.982,-33.825,117.458,-32.518
112_84,114.56,-35.255,117.081,-33.955
113_81,114.25,-30.96,116.643,-29.642
113_82,113.849,-32.393,116.282,-31.081
113_83,113.437,-33.825,115.913,-32.518
113_84,113.015,-35.255,115.536,-33.955
