Placemark,LL Lon,LL Lat,UR Lon,UR Lat
100_83,133.523,-33.825,135.998,-32.518
100_84,133.1,-35.255,135.621,-33.955
101_82,132.39,-32.393,134.822,-31.081
101_83,131.978,-33.825,134.453,-32.518
102_82,130.845,-32.393,133.277,-31.081
103_82,129.3,-32.393,131.732,-31.081
104_82,127.755,-32.393,130.187,-31.081
