Placemark,LL Lon,LL Lat,UR Lon,UR Lat
96_85,138.846,-36.684,141.416,-35.39
97_84,137.736,-35.255,140.257,-33.955
97_85,137.301,-36.684,139.871,-35.39
98_83,136.613,-33.825,139.089,-32.518
98_84,136.191,-35.255,138.712,-33.955
98_85,135.755,-36.684,138.326,-35.39
99_83,135.068,-33.825,137.543,-32.518
99_84,134.645,-35.255,137.166,-33.955
99_85,134.21,-36.684,136.781,-35.39
