Placemark,LL Lon,LL Lat,UR Lon,UR Lat
170_61,32.957,-2.131,34.997,-0.762
170_62,32.648,-3.577,34.691,-2.208
171_61,31.412,-2.131,33.452,-0.762
171_62,31.103,-3.577,33.145,-2.208
171_63,30.793,-5.023,32.839,-3.654
171_64,30.482,-6.468,32.533,-5.101
171_65,30.169,-7.913,32.226,-6.547
172_63,29.248,-5.023,31.294,-3.654
172_64,28.937,-6.468,30.988,-5.101
172_65,28.623,-7.913,30.681,-6.547
173_61,28.321,-2.131,30.362,-0.762
173_62,28.013,-3.577,30.055,-2.208
173_63,27.703,-5.023,29.749,-3.654
173_64,27.392,-6.468,29.443,-5.101
