Placemark,LL Lon,LL Lat,UR Lon,UR Lat
185_62,9.472,-3.577,11.515,-2.208
186_61,8.236,-2.131,10.276,-0.762
183_64,11.941,-6.468,13.992,-5.101
183_65,11.628,-7.913,13.685,-6.547
184_63,10.707,-5.023,12.753,-3.654
184_64,10.396,-6.468,12.447,-5.101
