Placemark,LL Lon,LL Lat,UR Lon,UR Lat
9_65,-79.531,-7.913,-77.474,-6.547
10_64,-80.763,-6.468,-78.712,-5.101
10_65,-81.076,-7.913,-79.019,-6.547
11_61,-81.378,-2.131,-79.338,-0.762
11_62,-81.687,-3.577,-79.644,-2.208
11_63,-81.997,-5.023,-79.951,-3.654
11_64,-82.308,-6.468,-80.257,-5.101
11_65,-82.621,-7.913,-80.564,-6.547
