Placemark,LL Lon,LL Lat,UR Lon,UR Lat
120_62,109.901,-3.577,111.944,-2.208
120_64,109.28,-6.468,111.331,-5.101
120_65,108.967,-7.913,111.024,-6.547
121_61,108.665,-2.131,110.705,-0.762
121_62,108.356,-3.577,110.399,-2.208
121_64,107.735,-6.468,109.786,-5.101
121_65,107.422,-7.913,109.479,-6.547
122_61,107.12,-2.131,109.16,-0.762
122_62,106.811,-3.577,108.854,-2.208
122_64,106.19,-6.468,108.241,-5.101
122_65,105.877,-7.913,107.934,-6.547
123_61,105.575,-2.131,107.615,-0.762
123_62,105.266,-3.577,107.309,-2.208
123_63,104.956,-5.023,107.002,-3.654
123_64,104.645,-6.468,106.696,-5.101
123_65,104.332,-7.913,106.389,-6.547
124_61,104.03,-2.131,106.07,-0.762
124_62,103.721,-3.577,105.764,-2.208
124_63,103.411,-5.023,105.457,-3.654
124_64,103.1,-6.468,105.151,-5.101
