Placemark,LL Lon,LL Lat,UR Lon,UR Lat
165_61,40.682,-2.131,42.722,-0.762
165_62,40.373,-3.577,42.416,-2.208
165_65,39.439,-7.913,41.496,-6.547
166_62,38.828,-3.577,40.871,-2.208
166_63,38.518,-5.023,40.564,-3.654
166_64,38.207,-6.468,40.258,-5.101
166_65,37.894,-7.913,39.951,-6.547
167_62,37.283,-3.577,39.326,-2.208
168_62,35.738,-3.577,37.781,-2.208
