Placemark,LL Lon,LL Lat,UR Lon,UR Lat
105_61,133.386,-2.131,135.426,-0.762
105_62,133.077,-3.577,135.12,-2.208
105_63,132.767,-5.023,134.813,-3.654
105_64,132.456,-6.468,134.507,-5.101
105_65,132.143,-7.913,134.2,-6.547
106_61,131.841,-2.131,133.881,-0.762
106_62,131.532,-3.577,133.575,-2.208
106_63,131.222,-5.023,133.268,-3.654
106_64,130.911,-6.468,132.962,-5.101
106_65,130.598,-7.913,132.655,-6.547
107_61,130.296,-2.131,132.336,-0.762
107_62,129.987,-3.577,132.03,-2.208
107_63,129.677,-5.023,131.723,-3.654
107_64,129.366,-6.468,131.417,-5.101
107_65,129.053,-7.913,131.11,-6.547
108_61,128.751,-2.131,130.791,-0.762
108_62,128.442,-3.577,130.485,-2.208
108_63,128.132,-5.023,130.178,-3.654
108_64,127.821,-6.468,129.872,-5.101
108_65,127.508,-7.913,129.565,-6.547
109_61,127.206,-2.131,129.246,-0.762
109_62,126.897,-3.577,128.939,-2.208
109_63,126.587,-5.023,128.633,-3.654
109_64,126.276,-6.468,128.327,-5.101
109_65,125.963,-7.913,128.02,-6.547
