Placemark,LL Lon,LL Lat,UR Lon,UR Lat
110_61,125.66,-2.131,127.701,-0.762
110_62,125.352,-3.577,127.394,-2.208
110_63,125.042,-5.023,127.088,-3.654
110_64,124.731,-6.468,126.782,-5.101
110_65,124.417,-7.913,126.475,-6.547
111_61,124.115,-2.131,126.156,-0.762
111_62,123.807,-3.577,125.849,-2.208
111_63,123.497,-5.023,125.543,-3.654
111_64,123.186,-6.468,125.237,-5.101
111_65,122.872,-7.913,124.93,-6.547
112_61,122.57,-2.131,124.611,-0.762
112_62,122.262,-3.577,124.304,-2.208
112_63,121.952,-5.023,123.998,-3.654
112_64,121.64,-6.468,123.692,-5.101
112_65,121.327,-7.913,123.385,-6.547
113_61,121.025,-2.131,123.066,-0.762
113_62,120.717,-3.577,122.759,-2.208
113_63,120.407,-5.023,122.453,-3.654
113_64,120.095,-6.468,122.146,-5.101
113_65,119.782,-7.913,121.84,-6.547
114_61,119.48,-2.131,121.521,-0.762
114_62,119.172,-3.577,121.214,-2.208
114_63,118.862,-5.023,120.908,-3.654
114_64,118.55,-6.468,120.601,-5.101
114_65,118.237,-7.913,120.295,-6.547
