Placemark,LL Lon,LL Lat,UR Lon,UR Lat
215_71,-39.747,-16.577,-37.619,-15.22
215_72,-40.082,-18.019,-37.936,-16.665
215_73,-40.42,-19.46,-38.256,-18.109
215_74,-40.764,-20.901,-38.578,-19.553
215_75,-41.113,-22.34,-38.904,-20.996
216_75,-42.658,-22.34,-40.449,-20.996
