Placemark,LL Lon,LL Lat,UR Lon,UR Lat
80_73,168.163,-19.46,170.328,-18.109
80_74,167.82,-20.901,170.005,-19.553
80_75,167.471,-22.34,169.679,-20.996
81_71,167.291,-16.577,169.419,-15.22
81_72,166.957,-18.019,169.102,-16.665
81_74,166.275,-20.901,168.46,-19.553
81_75,165.926,-22.34,168.134,-20.996
82_71,165.746,-16.577,167.874,-15.22
82_72,165.412,-18.019,167.557,-16.665
82_74,164.73,-20.901,166.915,-19.553
82_75,164.381,-22.34,166.589,-20.996
83_74,163.185,-20.901,165.37,-19.553
83_75,162.836,-22.34,165.044,-20.996
