Placemark,LL Lon,LL Lat,UR Lon,UR Lat
1_71,-69.104,-16.577,-66.976,-15.22
1_75,-70.469,-22.34,-68.26,-20.996
2_71,-70.649,-16.577,-68.521,-15.22
2_72,-70.983,-18.019,-68.838,-16.665
2_73,-71.322,-19.46,-69.157,-18.109
2_74,-71.665,-20.901,-69.48,-19.553
2_75,-72.014,-22.34,-69.805,-20.996
3_71,-72.194,-16.577,-70.066,-15.22
3_72,-72.528,-18.019,-70.383,-16.665
4_71,-73.739,-16.577,-71.611,-15.22
4_72,-74.073,-18.019,-71.928,-16.665
5_71,-75.284,-16.577,-73.156,-15.22
