Placemark,LL Lon,LL Lat,UR Lon,UR Lat
166_75,34.595,-22.34,36.804,-20.996
167_74,33.399,-20.901,35.585,-19.553
166_73,35.288,-19.46,37.452,-18.109
166_72,35.627,-18.019,37.772,-16.665
165_72,37.172,-18.019,39.317,-16.665
165_71,37.506,-16.577,39.634,-15.22
160_71,45.231,-16.577,47.359,-15.22
161_71,43.686,-16.577,45.814,-15.22
161_72,43.352,-18.019,45.497,-16.665
161_73,43.013,-19.46,45.178,-18.109
161_74,42.67,-20.901,44.855,-19.553
161_75,42.321,-22.34,44.529,-20.996
163_75,39.231,-22.34,41.439,-20.996
164_71,39.051,-16.577,41.179,-15.22
164_72,38.717,-18.019,40.862,-16.665
