Placemark,LL Lon,LL Lat,UR Lon,UR Lat
180_75,12.964,-22.34,15.173,-20.996
181_73,12.112,-19.46,14.276,-18.109
181_74,11.768,-20.901,13.954,-19.553
182_71,11.24,-16.577,13.368,-15.22
182_72,10.905,-18.019,13.051,-16.665
182_73,10.567,-19.46,12.731,-18.109
