Placemark,LL Lon,LL Lat,UR Lon,UR Lat
95_73,144.987,-19.46,147.152,-18.109
96_71,144.115,-16.577,146.243,-15.22
95_72,145.326,-18.019,147.471,-16.665
95_71,145.66,-16.577,147.788,-15.22
91_72,151.506,-18.019,153.652,-16.665
91_73,151.168,-19.46,153.332,-18.109
91_75,150.475,-22.34,152.684,-20.996
92_72,149.961,-18.019,152.107,-16.665
92_74,149.279,-20.901,151.465,-19.553
92_75,148.93,-22.34,151.139,-20.996
93_71,148.75,-16.577,150.878,-15.22
93_72,148.416,-18.019,150.562,-16.665
93_73,148.077,-19.46,150.242,-18.109
93_74,147.734,-20.901,149.92,-19.553
93_75,147.385,-22.34,149.594,-20.996
94_72,146.871,-18.019,149.016,-16.665
94_73,146.532,-19.46,148.697,-18.109
94_74,146.189,-20.901,148.374,-19.553
